comparison,model,dataset,reference_condition,condition,common_problem_count,reference_problem_mean,condition_problem_mean,problem_mean_difference,difference_interval_low,difference_interval_high,problems_better,problems_same,problems_worse,reference_file,condition_file
compound_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,baseline:compound,compound:d3,30,0.6604166666666667,0.49166666666666664,-0.16875,-0.23958333333333334,-0.10208333333333333,1,8,21,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_baseline_s42_20260322_064543.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_compound_s42_20260422_232441.json
perturbation_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,baseline:perturb,interleaved_context_line,30,0.6645833333333333,0.5416666666666666,-0.12291666666666666,-0.21666666666666667,-0.04375,5,7,18,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_baseline_s42_20260304_164508.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_interleaved_context_line_s42_20260303_012527.json
perturbation_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,baseline:perturb,interleaved_context_symbol,30,0.6645833333333333,0.0,-0.6645833333333333,-0.7875,-0.53125,0,4,26,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_baseline_s42_20260304_164508.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_interleaved_context_symbol_s42_20260303_012527.json
perturbation_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,baseline:perturb,interleaved_context_word,30,0.6645833333333333,0.14166666666666666,-0.5229166666666667,-0.6479166666666667,-0.4,0,4,26,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_baseline_s42_20260304_164508.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_interleaved_context_word_s42_20260303_012527.json
perturbation_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,baseline:perturb,not_not,30,0.6645833333333333,0.56875,-0.09583333333333334,-0.16458333333333333,-0.03125,6,10,14,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_baseline_s42_20260304_164508.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_not_not_s42_20260311_194024.json
perturbation_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,baseline:perturb,opposites,30,0.6645833333333333,0.5333333333333333,-0.13125,-0.20625,-0.0625,4,10,16,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_baseline_s42_20260304_164508.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_opposites_s42_20260303_012527.json
perturbation_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,baseline:perturb,rail_fence,30,0.6645833333333333,0.004166666666666667,-0.6604166666666667,-0.7833333333333333,-0.5270833333333333,0,4,26,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_baseline_s42_20260304_164508.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_rail_fence_s42_20260303_012527.json
perturbation_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,baseline:perturb,rectangle_perimeter,30,0.6645833333333333,0.0020833333333333333,-0.6625,-0.7854166666666667,-0.5291666666666667,0,4,26,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_baseline_s42_20260304_164508.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_rectangle_perimeter_s42_20260313_043948.json
perturbation_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,baseline:perturb,sentence_reversal,30,0.6645833333333333,0.48333333333333334,-0.18125,-0.27708333333333335,-0.09583333333333334,4,8,18,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_baseline_s42_20260304_164508.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_sentence_reversal_s42_20260312_030645.json
perturbation_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,baseline:perturb,snake_horizontal,30,0.6645833333333333,0.008333333333333333,-0.65625,-0.78125,-0.5208333333333334,0,4,26,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_baseline_s42_20260304_164508.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_snake_horizontal_s42_20260313_043948.json
perturbation_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,baseline:perturb,snake_vertical,30,0.6645833333333333,0.0,-0.6645833333333333,-0.7875,-0.53125,0,4,26,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_baseline_s42_20260304_164508.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_snake_vertical_s42_20260313_043948.json
perturbation_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,baseline:perturb,split_reversal,30,0.6645833333333333,0.05,-0.6145833333333334,-0.7354166666666667,-0.4875,0,4,26,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_baseline_s42_20260304_164508.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_split_reversal_s42_20260303_012527.json
perturbation_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,baseline:perturb,word_reversal,30,0.6645833333333333,0.22083333333333333,-0.44375,-0.55,-0.3375,0,4,26,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_baseline_s42_20260304_164508.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_word_reversal_s42_20260303_012527.json
perturbation_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,baseline:perturb,wrappers,30,0.6645833333333333,0.4395833333333333,-0.225,-0.33125,-0.12708333333333333,2,8,20,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_baseline_s42_20260304_164508.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_wrappers_s42_20260303_012527.json
compound_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,baseline:compound,compound:d1,30,0.4395833333333333,0.39166666666666666,-0.04791666666666667,-0.11666666666666667,0.014583333333333334,7,11,12,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_baseline_s42_20260502_130536.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_compound_s42_20260402_002724.json
compound_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,baseline:compound,compound:d2,30,0.4395833333333333,0.3458333333333333,-0.09375,-0.17708333333333334,-0.016666666666666666,6,8,16,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_baseline_s42_20260502_130536.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_compound_s42_20260404_164148.json
compound_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,baseline:compound,compound:d3,30,0.4395833333333333,0.2875,-0.15208333333333332,-0.23958333333333334,-0.07083333333333333,6,7,17,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_baseline_s42_20260502_130536.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_compound_s42_20260407_135124.json
perturbation_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,baseline:perturb,interleaved_context_line,30,0.49166666666666664,0.41875,-0.07291666666666667,-0.14583333333333334,0.0,4,10,16,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_baseline_s42_20260416_174756.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_interleaved_context_line_s42_20260416_211207.json
perturbation_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,baseline:perturb,interleaved_context_symbol,30,0.49166666666666664,0.0,-0.49166666666666664,-0.625,-0.35833333333333334,0,6,24,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_baseline_s42_20260416_174756.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_interleaved_context_symbol_s42_20260416_211207.json
perturbation_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,baseline:perturb,interleaved_context_word,30,0.49166666666666664,0.1,-0.39166666666666666,-0.5125,-0.2708333333333333,2,6,22,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_baseline_s42_20260416_174756.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_interleaved_context_word_s42_20260416_211207.json
perturbation_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,baseline:perturb,not_not,30,0.49166666666666664,0.36875,-0.12291666666666666,-0.22708333333333333,-0.029166666666666667,7,8,15,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_baseline_s42_20260416_174756.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_not_not_s42_20260416_174756.json
perturbation_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,baseline:perturb,opposites,30,0.49166666666666664,0.4166666666666667,-0.075,-0.14375,-0.008333333333333333,6,9,15,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_baseline_s42_20260416_174756.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_opposites_s42_20260416_174756.json
perturbation_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,baseline:perturb,rail_fence,30,0.49166666666666664,0.0,-0.49166666666666664,-0.625,-0.35833333333333334,0,6,24,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_baseline_s42_20260416_174756.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_rail_fence_s42_20260416_211207.json
perturbation_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,baseline:perturb,rectangle_perimeter,30,0.49166666666666664,0.06875,-0.42291666666666666,-0.5645833333333333,-0.2833333333333333,1,8,21,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_baseline_s42_20260416_174756.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_rectangle_perimeter_s42_20260417_131008.json
perturbation_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,baseline:perturb,sentence_reversal,30,0.49166666666666664,0.3375,-0.15416666666666667,-0.23125,-0.08333333333333333,3,9,18,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_baseline_s42_20260416_174756.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_sentence_reversal_s42_20260416_211207.json
perturbation_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,baseline:perturb,snake_horizontal,30,0.49166666666666664,0.029166666666666667,-0.4625,-0.5895833333333333,-0.33541666666666664,0,6,24,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_baseline_s42_20260416_174756.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_snake_horizontal_s42_20260417_131008.json
perturbation_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,baseline:perturb,snake_vertical,30,0.49166666666666664,0.0,-0.49166666666666664,-0.625,-0.35833333333333334,0,6,24,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_baseline_s42_20260416_174756.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_snake_vertical_s42_20260417_131008.json
perturbation_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,baseline:perturb,split_reversal,30,0.49166666666666664,0.004166666666666667,-0.4875,-0.6208333333333333,-0.3541666666666667,1,5,24,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_baseline_s42_20260416_174756.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_split_reversal_s42_20260416_211207.json
perturbation_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,baseline:perturb,word_reversal,30,0.49166666666666664,0.0875,-0.4041666666666667,-0.5333333333333333,-0.27291666666666664,1,6,23,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_baseline_s42_20260416_174756.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_word_reversal_s42_20260416_211207.json
perturbation_vs_baseline,deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,baseline:perturb,wrappers,30,0.49166666666666664,0.29583333333333334,-0.19583333333333333,-0.3125,-0.08958333333333333,1,11,18,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_baseline_s42_20260416_174756.json,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_wrappers_s42_20260416_211207.json
compound_vs_baseline,gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,baseline:compound,compound:d3,30,1.0,0.9958333333333333,-0.004166666666666667,-0.0125,0.0,0,29,1,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_baseline_20260322_225946.json,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_compound_20260322_230040.json
perturbation_vs_baseline,gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,baseline:perturb,interleaved_context_line,30,0.9916666666666667,0.9833333333333333,-0.008333333333333333,-0.025,0.0,0,29,1,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_baseline_20260306_142122.json,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_interleaved_context_line_20260306_142122.json
perturbation_vs_baseline,gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,baseline:perturb,interleaved_context_symbol,30,0.9916666666666667,0.6166666666666667,-0.375,-0.49166666666666664,-0.26666666666666666,0,8,22,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_baseline_20260306_142122.json,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_interleaved_context_symbol_20260305_203018.json
perturbation_vs_baseline,gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,baseline:perturb,interleaved_context_word,30,0.9916666666666667,0.9666666666666667,-0.025,-0.058333333333333334,0.0,0,27,3,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_baseline_20260306_142122.json,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_interleaved_context_word_20260306_142122.json
perturbation_vs_baseline,gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,baseline:perturb,not_not,30,0.9916666666666667,0.9833333333333333,-0.008333333333333333,-0.025,0.0,0,29,1,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_baseline_20260306_142122.json,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_not_not_20260311_185211.json
perturbation_vs_baseline,gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,baseline:perturb,opposites,30,0.9916666666666667,0.975,-0.016666666666666666,-0.05,0.016666666666666666,1,26,3,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_baseline_20260306_142122.json,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_opposites_20260306_142122.json
perturbation_vs_baseline,gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,baseline:perturb,rail_fence,30,0.9916666666666667,0.6916666666666667,-0.3,-0.4083333333333333,-0.2,0,11,19,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_baseline_20260306_142122.json,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_rail_fence_20260306_142122.json
perturbation_vs_baseline,gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,baseline:perturb,rectangle_perimeter,30,0.9916666666666667,0.9708333333333333,-0.020833333333333332,-0.04583333333333333,0.0,0,27,3,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_baseline_20260306_142122.json,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_rectangle_perimeter_20260313_120310.json
perturbation_vs_baseline,gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,baseline:perturb,sentence_reversal,30,0.9916666666666667,0.9791666666666666,-0.0125,-0.03333333333333333,0.0,0,28,2,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_baseline_20260306_142122.json,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_sentence_reversal_20260312_022022.json
perturbation_vs_baseline,gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,baseline:perturb,snake_horizontal,30,0.9916666666666667,0.9875,-0.004166666666666667,-0.0125,0.0,0,29,1,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_baseline_20260306_142122.json,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_snake_horizontal_20260313_112436.json
perturbation_vs_baseline,gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,baseline:perturb,snake_vertical,30,0.9916666666666667,0.65,-0.3416666666666667,-0.44583333333333336,-0.24583333333333332,0,5,25,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_baseline_20260306_142122.json,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_snake_vertical_20260313_120310.json
perturbation_vs_baseline,gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,baseline:perturb,split_reversal,30,0.9916666666666667,0.95,-0.041666666666666664,-0.08333333333333333,-0.008333333333333333,0,26,4,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_baseline_20260306_142122.json,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_split_reversal_20260306_142122.json
perturbation_vs_baseline,gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,baseline:perturb,word_reversal,30,0.9916666666666667,0.975,-0.016666666666666666,-0.041666666666666664,0.0,0,28,2,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_baseline_20260306_142122.json,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_word_reversal_20260305_203018.json
perturbation_vs_baseline,gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,baseline:perturb,wrappers,30,0.9916666666666667,0.975,-0.016666666666666666,-0.041666666666666664,0.0,0,28,2,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_baseline_20260306_142122.json,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_wrappers_20260306_142122.json
compound_vs_baseline,gemini-3.1-pro-preview,MathArena_aime_2025,baseline:compound,compound:d3,30,0.9791666666666666,0.9619047619047619,-0.017261904761904763,-0.04107142857142857,0.0,0,27,3,gemini-3.1-pro-preview_MathArena_aime_2025_baseline_20260502_163203.json,gemini-3.1-pro-preview_MathArena_aime_2025_compound_20260501_184556.json
perturbation_vs_baseline,gemini-3.1-pro-preview,MathArena_aime_2025,baseline:perturb,interleaved_context_line,30,0.9791666666666666,0.9904761904761905,0.01130952380952381,0.0,0.033928571428571426,1,29,0,gemini-3.1-pro-preview_MathArena_aime_2025_baseline_20260429_020137.json,gemini-3.1-pro-preview_MathArena_aime_2025_interleaved_context_line_20260429_145436.json
perturbation_vs_baseline,gemini-3.1-pro-preview,MathArena_aime_2025,baseline:perturb,interleaved_context_symbol,30,0.9791666666666666,0.761904761904762,-0.21726190476190477,-0.3267857142857143,-0.12202380952380953,0,12,18,gemini-3.1-pro-preview_MathArena_aime_2025_baseline_20260429_020137.json,gemini-3.1-pro-preview_MathArena_aime_2025_interleaved_context_symbol_20260429_145436.json
perturbation_vs_baseline,gemini-3.1-pro-preview,MathArena_aime_2025,baseline:perturb,interleaved_context_word,30,0.9791666666666666,0.9523809523809524,-0.026785714285714288,-0.07142857142857142,0.001785714285714285,1,26,3,gemini-3.1-pro-preview_MathArena_aime_2025_baseline_20260429_020137.json,gemini-3.1-pro-preview_MathArena_aime_2025_interleaved_context_word_20260429_145436.json
perturbation_vs_baseline,gemini-3.1-pro-preview,MathArena_aime_2025,baseline:perturb,not_not,30,0.9791666666666666,0.9857142857142858,0.006547619047619047,0.0,0.01964285714285714,1,29,0,gemini-3.1-pro-preview_MathArena_aime_2025_baseline_20260429_020137.json,gemini-3.1-pro-preview_MathArena_aime_2025_not_not_20260429_145436.json
perturbation_vs_baseline,gemini-3.1-pro-preview,MathArena_aime_2025,baseline:perturb,opposites,30,0.9791666666666666,0.9666666666666667,-0.0125,-0.0375,0.0,0,29,1,gemini-3.1-pro-preview_MathArena_aime_2025_baseline_20260429_020137.json,gemini-3.1-pro-preview_MathArena_aime_2025_opposites_20260429_145436.json
perturbation_vs_baseline,gemini-3.1-pro-preview,MathArena_aime_2025,baseline:perturb,rail_fence,30,0.9791666666666666,0.7285714285714285,-0.2505952380952381,-0.39166666666666666,-0.12321428571428573,1,16,13,gemini-3.1-pro-preview_MathArena_aime_2025_baseline_20260429_020137.json,gemini-3.1-pro-preview_MathArena_aime_2025_rail_fence_20260429_145436.json
perturbation_vs_baseline,gemini-3.1-pro-preview,MathArena_aime_2025,baseline:perturb,rectangle_perimeter,30,0.9791666666666666,0.9571428571428572,-0.022023809523809525,-0.08571428571428572,0.03214285714285714,1,26,3,gemini-3.1-pro-preview_MathArena_aime_2025_baseline_20260429_020137.json,gemini-3.1-pro-preview_MathArena_aime_2025_rectangle_perimeter_20260429_145436.json
perturbation_vs_baseline,gemini-3.1-pro-preview,MathArena_aime_2025,baseline:perturb,sentence_reversal,30,0.9791666666666666,0.9857142857142858,0.006547619047619047,0.0,0.01964285714285714,1,29,0,gemini-3.1-pro-preview_MathArena_aime_2025_baseline_20260429_020137.json,gemini-3.1-pro-preview_MathArena_aime_2025_sentence_reversal_20260429_145436.json
perturbation_vs_baseline,gemini-3.1-pro-preview,MathArena_aime_2025,baseline:perturb,snake_horizontal,30,0.9791666666666666,0.9904761904761905,0.01130952380952381,0.0,0.033928571428571426,1,29,0,gemini-3.1-pro-preview_MathArena_aime_2025_baseline_20260429_020137.json,gemini-3.1-pro-preview_MathArena_aime_2025_snake_horizontal_20260429_145436.json
perturbation_vs_baseline,gemini-3.1-pro-preview,MathArena_aime_2025,baseline:perturb,snake_vertical,30,0.9791666666666666,0.6666666666666666,-0.3125,-0.4553571428571429,-0.18214285714285713,0,13,17,gemini-3.1-pro-preview_MathArena_aime_2025_baseline_20260429_020137.json,gemini-3.1-pro-preview_MathArena_aime_2025_snake_vertical_20260429_145436.json
perturbation_vs_baseline,gemini-3.1-pro-preview,MathArena_aime_2025,baseline:perturb,split_reversal,30,0.9791666666666666,0.9761904761904762,-0.002976190476190477,-0.00892857142857143,0.0,0,29,1,gemini-3.1-pro-preview_MathArena_aime_2025_baseline_20260429_020137.json,gemini-3.1-pro-preview_MathArena_aime_2025_split_reversal_20260429_145436.json
perturbation_vs_baseline,gemini-3.1-pro-preview,MathArena_aime_2025,baseline:perturb,word_reversal,30,0.9791666666666666,0.9714285714285714,-0.007738095238095238,-0.02321428571428571,0.0,0,29,1,gemini-3.1-pro-preview_MathArena_aime_2025_baseline_20260429_020137.json,gemini-3.1-pro-preview_MathArena_aime_2025_word_reversal_20260429_145436.json
perturbation_vs_baseline,gemini-3.1-pro-preview,MathArena_aime_2025,baseline:perturb,wrappers,30,0.9791666666666666,0.9904761904761905,0.01130952380952381,0.0,0.033928571428571426,1,29,0,gemini-3.1-pro-preview_MathArena_aime_2025_baseline_20260429_020137.json,gemini-3.1-pro-preview_MathArena_aime_2025_wrappers_20260429_145436.json
compound_vs_baseline,gpt-5.4,HuggingFaceH4_aime_2024,baseline:compound,compound:d3,30,0.9857142857142858,0.9541666666666667,-0.03154761904761905,-0.08452380952380951,0.005357142857142861,1,26,3,gpt-5.4_HuggingFaceH4_aime_2024_baseline_20260502_233914.json,gpt-5.4_HuggingFaceH4_aime_2024_compound_20260322_211651.json
perturbation_vs_baseline,gpt-5.4,HuggingFaceH4_aime_2024,baseline:perturb,interleaved_context_line,30,0.9857142857142858,0.975,-0.010714285714285713,-0.04047619047619048,0.010119047619047623,1,27,2,gpt-5.4_HuggingFaceH4_aime_2024_baseline_20260502_233914.json,gpt-5.4_HuggingFaceH4_aime_2024_interleaved_context_line_20260502_181752.json
perturbation_vs_baseline,gpt-5.4,HuggingFaceH4_aime_2024,baseline:perturb,interleaved_context_symbol,30,0.9857142857142858,0.8541666666666666,-0.13154761904761905,-0.22380952380952382,-0.058333333333333334,1,15,14,gpt-5.4_HuggingFaceH4_aime_2024_baseline_20260502_233914.json,gpt-5.4_HuggingFaceH4_aime_2024_interleaved_context_symbol_20260502_181752.json
perturbation_vs_baseline,gpt-5.4,HuggingFaceH4_aime_2024,baseline:perturb,interleaved_context_word,30,0.9857142857142858,0.9583333333333334,-0.02738095238095238,-0.08392857142857142,0.009523809523809526,1,26,3,gpt-5.4_HuggingFaceH4_aime_2024_baseline_20260502_233914.json,gpt-5.4_HuggingFaceH4_aime_2024_interleaved_context_word_20260502_181752.json
perturbation_vs_baseline,gpt-5.4,HuggingFaceH4_aime_2024,baseline:perturb,not_not,30,0.9857142857142858,0.9791666666666666,-0.006547619047619047,-0.033928571428571426,0.01428571428571429,1,28,1,gpt-5.4_HuggingFaceH4_aime_2024_baseline_20260502_233914.json,gpt-5.4_HuggingFaceH4_aime_2024_not_not_20260502_181752.json
perturbation_vs_baseline,gpt-5.4,HuggingFaceH4_aime_2024,baseline:perturb,opposites,30,0.9857142857142858,0.9791666666666666,-0.006547619047619047,-0.026785714285714288,0.010119047619047623,1,27,2,gpt-5.4_HuggingFaceH4_aime_2024_baseline_20260502_233914.json,gpt-5.4_HuggingFaceH4_aime_2024_opposites_20260502_181752.json
perturbation_vs_baseline,gpt-5.4,HuggingFaceH4_aime_2024,baseline:perturb,rail_fence,30,0.9857142857142858,0.9125,-0.0732142857142857,-0.13630952380952382,-0.020238095238095236,1,20,9,gpt-5.4_HuggingFaceH4_aime_2024_baseline_20260502_233914.json,gpt-5.4_HuggingFaceH4_aime_2024_rail_fence_20260502_181752.json
perturbation_vs_baseline,gpt-5.4,HuggingFaceH4_aime_2024,baseline:perturb,rectangle_perimeter,30,0.9857142857142858,0.9666666666666667,-0.019047619047619046,-0.06666666666666667,0.009523809523809526,1,27,2,gpt-5.4_HuggingFaceH4_aime_2024_baseline_20260502_233914.json,gpt-5.4_HuggingFaceH4_aime_2024_rectangle_perimeter_20260502_181752.json
